Time (sec),Area-wt-avg Static Temperature at outlet (k)
1676,651.1415135
1677,651.0850442
1678,651.0288262
1679,650.9728573
1680,649.414552
1681,649.3351212
1682,649.2565263
1683,649.1787429
1684,649.1017478
1685,649.0255186
1686,648.9500338
1687,648.875273
1688,648.8012165
1689,648.7278455
1690,648.6551417
1691,648.583088
1692,648.5116675
1693,648.4408642
1694,648.3706629
1695,648.3010486
1696,648.2320071
1697,648.1635248
1698,648.0955885
1699,648.0281855
1700,647.9613036
1701,647.8949311
1702,647.8290566
1703,647.7636693
1704,647.6987586
1705,647.6343143
1706,647.5703268
1707,647.5067864
1708,647.4436842
1709,647.3810113
1710,647.3187592
1711,647.2569196
1712,647.1954847
1713,647.1344468
1714,647.0737984
1715,647.0135323
1716,646.9536416
1717,646.8941196
1718,646.8349597
1719,646.7761556
1720,646.7177012
1721,646.6595906
1722,646.6018179
1723,646.5443778
1724,646.4872646
1725,646.4304733
1726,646.3739986
1727,646.3178357
1728,646.2619798
1729,646.2064261
1730,646.1511702
1731,646.0962076
1732,646.041534
1733,645.9871454
1734,645.9330376
1735,645.8792067
1736,645.8256489
1737,645.7723604
1738,645.7193377
1739,645.6665771
1740,645.0608291
1741,644.9994868
1742,644.9384861
1743,644.8778221
1744,644.8174898
1745,644.7574847
1746,644.697802
1747,644.6384374
1748,644.5793865
1749,644.5206449
1750,644.4622085
1751,644.4040733
1752,644.3462353
1753,644.2886905
1754,644.2314353
1755,644.1744659
1756,644.1177787
1757,644.0613701
1758,644.0052368
1759,643.9493753
1760,643.8937824
1761,643.8384548
1762,643.7833893
1763,643.728583
1764,643.6740326
1765,643.6197354
1766,643.5656884
1767,643.5118888
1768,643.4583337
1769,643.4050206
1770,643.3519467
1771,643.2991094
1772,643.2465062
1773,643.1941346
1774,643.1419921
1775,643.0900764
1776,643.038385
1777,642.9869157
1778,642.9356662
1779,642.8846343
1780,642.8338178
1781,642.7832147
1782,642.7328227
1783,642.6826399
1784,642.6326642
1785,642.5828936
1786,642.5333263
1787,642.4839603
1788,642.4347937
1789,642.3858247
1790,642.3370516
1791,642.2884724
1792,642.2400856
1793,642.1918893
1794,642.143882
1795,642.0960618
1796,642.0484274
1797,642.0009769
1798,641.9537089
1799,641.9066219
1800,639.8976933
1801,639.8187009
1802,639.7402058
1803,639.6622044
1804,639.5846924
1805,639.5076656
1806,639.4311197
1807,639.3550501
1808,639.2794521
1809,639.2043212
1810,639.1296525
1811,639.0554412
1812,638.9816825
1813,638.9083715
1814,638.8355033
1815,638.7630729
1816,638.6910755
1817,638.6195062
1818,638.54836
1819,638.4776321
1820,638.4073176
1821,638.3374117
1822,638.2679096
1823,638.1988066
1824,638.1300979
1825,638.0617789
1826,637.9938449
1827,637.9262915
1828,637.859114
1829,637.792308
1830,637.7258692
1831,637.6597931
1832,637.5940755
1833,637.5287121
1834,637.4636987
1835,637.3990313
1836,637.3347058
1837,637.2707182
1838,637.2070644
1839,637.1437408
1840,637.0807434
1841,637.0180685
1842,636.9557124
1843,636.8936715
1844,636.8319421
1845,636.7705208
1846,636.7094041
1847,636.6485885
1848,636.5880708
1849,636.5278477
1850,636.4679158
1851,636.4082721
1852,636.3489133
1853,636.2898365
1854,636.2310385
1855,636.1725164
1856,636.1142673
1857,636.0562884
1858,635.9985767
1859,635.9411295
1860,634.4210048
1861,634.3400152
1862,634.2595137
1863,634.1794937
1864,634.0999485
1865,634.0208719
1866,633.9422576
1867,633.8640997
1868,633.7863924
1869,633.70913
1870,633.6323069
1871,633.5559178
1872,633.4799575
1873,633.4044208
1874,633.3293027
1875,633.2545983
1876,633.1803028
1877,633.1064116
1878,633.03292
1879,632.9598236
1880,632.887118
1881,632.8147988
1882,632.7428618
1883,632.671303
1884,632.6001181
1885,632.5293033
1886,632.4588546
1887,632.3887681
1888,632.3190401
1889,632.2496669
1890,632.1806448
1891,632.1119701
1892,632.0436394
1893,631.9756492
1894,631.9079961
1895,631.8406767
1896,631.7736877
1897,631.7070258
1898,631.6406879
1899,631.5746707
1900,631.5089712
1901,631.4435863
1902,631.3785129
1903,631.3137482
1904,631.2492891
1905,631.1851328
1906,631.1212765
1907,631.0577173
1908,630.9944525
1909,630.9314793
1910,630.8687952
1911,630.8063973
1912,630.7442832
1913,630.6824503
1914,630.620896
1915,630.5596178
1916,630.4986132
1917,630.4378799
1918,630.3774155
1919,630.3172175
1920,628.8030696
1921,628.719477
1922,628.6363735
1923,628.5537524
1924,628.4716073
1925,628.3899316
1926,628.3087192
1927,628.2279639
1928,628.1476598
1929,628.0678009
1930,627.9883816
1931,627.9093962
1932,627.8308392
1933,627.7527051
1934,627.6749886
1935,627.5976846
1936,627.520788
1937,627.4442937
1938,627.3681969
1939,627.2924927
1940,627.2171764
1941,627.1422434
1942,627.0676893
1943,626.9935094
1944,626.9196995
1945,626.8462553
1946,626.7731725
1947,626.7004471
1948,626.628075
1949,626.5560523
1950,626.4843749
1951,626.4130392
1952,626.3420414
1953,626.2713777
1954,626.2010446
1955,626.1310385
1956,626.0613559
1957,625.9919933
1958,625.9229475
1959,625.854215
1960,625.7857927
1961,625.7176774
1962,625.6498659
1963,625.5823551
1964,625.5151421
1965,625.4482237
1966,625.3815972
1967,625.3152596
1968,625.2492082
1969,625.18344
1970,625.1179525
1971,625.0527428
1972,624.9878085
1973,624.9231468
1974,624.8587553
1975,624.7946313
1976,624.7307725
1977,624.6671764
1978,624.6038406
1979,624.5407628
1980,623.645256
1981,623.5689947
1982,623.4931181
1983,623.4176213
1984,623.3424998
1985,623.2677487
1986,623.1933637
1987,623.1193403
1988,623.0456741
1989,622.9723608
1990,622.8993964
1991,622.8267768
1992,622.7544978
1993,622.6825557
1994,622.6109465
1995,622.5396665
1996,622.4687119
1997,622.3980793
1998,622.3277649
1999,622.2577654
2000,622.1880773
2001,622.1186972
2002,622.0496219
2003,621.9808481
2004,621.9123726
2005,621.8441924
2006,621.7763043
2007,621.7087055
2008,621.6413929
2009,621.5743636
2010,621.5076149
2011,621.4411438
2012,621.3749478
2013,621.309024
2014,621.2433699
2015,621.1779829
2016,621.1128603
2017,621.0479998
2018,620.9833988
2019,620.9190549
2020,620.8549657
2021,620.791129
2022,620.7275423
2023,620.6642035
2024,620.6011103
2025,620.5382605
2026,620.475652
2027,620.4132826
2028,620.3511504
2029,620.2892531
2030,620.2275889
2031,620.1661557
2032,620.1049516
2033,620.0439747
2034,619.9832231
2035,619.9226949
2036,619.8623883
2037,619.8023015
2038,619.7424327
2039,619.6827802
2040,618.9789784
2041,618.9091592
2042,618.8396553
2043,618.7704631
2044,618.7015789
2045,618.6329993
2046,618.5647207
2047,618.4967397
2048,618.429053
2049,618.3616573
2050,618.2945494
2051,618.2277263
2052,618.1611847
2053,618.0949218
2054,618.0289345
2055,617.9632201
2056,617.8977755
2057,617.8325981
2058,617.7676851
2059,617.7030339
2060,617.6386418
2061,617.5745062
2062,617.5106247
2063,617.4469947
2064,617.3836139
2065,617.3204797
2066,617.25759
2067,617.1949423
2068,617.1325345
2069,617.0703643
2070,617.0084295
2071,616.946728
2072,616.8852576
2073,616.8240165
2074,616.7630024
2075,616.7022134
2076,616.6416477
2077,616.5813031
2078,616.5211779
2079,616.4612702
2080,616.4015781
2081,616.3420999
2082,616.2828338
2083,616.2237781
2084,616.1649311
2085,616.106291
2086,616.0478563
2087,615.9896253
2088,615.9315964
2089,615.873768
2090,615.8161387
2091,615.7587068
2092,615.7014709
2093,615.6444296
2094,615.5875812
2095,615.5309245
2096,615.474458
2097,615.4181804
2098,615.3620902
2099,615.3061862
2100,613.8053864
2101,613.7260811
2102,613.6471864
2103,613.5686966
2104,613.4906062
2105,613.4129097
2106,613.335602
2107,613.2586778
2108,613.182132
2109,613.1059598
2110,613.0301563
2111,612.9547168
2112,612.8796367
2113,612.8049114
2114,612.7305366
2115,612.6565079
2116,612.5828211
2117,612.5094721
2118,612.4364569
2119,612.3637714
2120,612.2914119
2121,612.2193746
2122,612.1476557
2123,612.0762517
2124,612.005159
2125,611.9343742
2126,611.8638938
2127,611.7937145
2128,611.7238331
2129,611.6542465
2130,611.5849514
2131,611.5159449
2132,611.447224
2133,611.3787857
2134,611.3106272
2135,611.2427457
2136,611.1751383
2137,611.1078025
2138,611.0407356
2139,610.973935
2140,610.9073981
2141,610.8411225
2142,610.7751057
2143,610.7093454
2144,610.6438391
2145,610.5785846
2146,610.5135796
2147,610.4488219
2148,610.3843093
2149,610.3200397
2150,610.256011
2151,610.1922211
2152,610.128668
2153,610.0653496
2154,610.0022642
2155,609.9394096
2156,609.8767841
2157,609.8143858
2158,609.7522128
2159,609.6902634
2160,608.7373806
2161,608.6612187
2162,608.5854178
2163,608.5099737
2164,608.4348818
2165,608.3601381
2166,608.2857382
2167,608.2116782
2168,608.1379542
2169,608.0645621
2170,607.9914984
2171,607.9187592
2172,607.8463411
2173,607.7742404
2174,607.7024537
2175,607.6309777
2176,607.559809
2177,607.4889445
2178,607.418381
2179,607.3481153
2180,607.2781446
2181,607.2084658
2182,607.1390761
2183,607.0699725
2184,607.0011525
2185,606.9326131
2186,606.8643518
2187,606.7963659
2188,606.7286529
2189,606.6612103
2190,606.5940356
2191,606.5271263
2192,606.4604802
2193,606.3940949
2194,606.327968
2195,606.2620974
2196,606.1964808
2197,606.1311161
2198,606.0660012
2199,606.0011339
2200,605.9365121
2201,605.872134
2202,605.8079974
2203,605.7441004
2204,605.6804411
2205,605.6170176
2206,605.553828
2207,605.4908705
2208,605.4281432
2209,605.3656445
2210,605.3033725
2211,605.2413255
2212,605.1795019
2213,605.1178998
2214,605.0565178
2215,604.9953541
2216,604.9344072
2217,604.8736755
2218,604.8131573
2219,604.7528513
2220,600.5356141
2221,600.4081055
2222,600.281822
2223,600.1567359
2224,600.0328203
2225,599.9100493
2226,599.7883978
2227,599.6678417
2228,599.5483573
2229,599.4299221
2230,599.312514
2231,599.1961116
2232,599.0806945
2233,598.9662425
2234,598.8527362
2235,598.740157
2236,598.6284864
2237,598.517707
2238,598.4078014
2239,598.2987531
2240,598.1905459
2241,598.083164
2242,597.9765922
2243,597.8708157
2244,597.7658202
2245,597.6615915
2246,597.5581161
2247,597.4553807
2248,597.3533726
2249,597.2520791
2250,597.1514881
2251,597.0515876
2252,596.9523663
2253,596.8538127
2254,596.7559161
2255,596.6586656
2256,596.5620509
2257,596.4660619
2258,596.3706886
2259,596.2759216
2260,596.1817513
2261,596.0881686
2262,595.9951646
2263,595.9027306
2264,595.8108581
2265,595.7195387
2266,595.6287645
2267,595.5385273
2268,595.4488197
2269,595.3596339
2270,595.2709626
2271,595.1827987
2272,595.095135
2273,595.0079648
2274,594.9212813
2275,594.8350778
2276,594.7493481
2277,594.6640858
2278,594.5792848
2279,594.494939
2280,591.96224
2281,591.8392635
2282,591.7174625
2283,591.5968051
2284,591.4772609
2285,591.3588008
2286,591.2413972
2287,591.1250235
2288,591.0096543
2289,590.8952652
2290,590.7818329
2291,590.669335
2292,590.5577502
2293,590.4470576
2294,590.3372376
2295,590.228271
2296,590.1201396
2297,590.0128256
2298,589.9063121
2299,589.8005827
2300,589.6956216
2301,589.5914134
2302,589.4879436
2303,589.3851978
2304,589.2831624
2305,589.1818239
2306,589.0811697
2307,588.9811873
2308,588.8818645
2309,588.7831898
2310,588.6851519
2311,588.5877398
2312,588.4909428
2313,588.3947507
2314,588.2991535
2315,588.2041415
2316,588.1097052
2317,588.0158354
2318,587.9225233
2319,587.8297602
2320,587.7375378
2321,587.6458477
2322,587.554682
2323,587.464033
2324,587.373893
2325,587.2842549
2326,587.1951113
2327,587.1064553
2328,587.01828
2329,586.9305789
2330,586.8433454
2331,586.7565732
2332,586.6702562
2333,586.5843883
2334,586.4989636
2335,586.4139764
2336,586.3294212
2337,586.2452923
2338,586.1615845
2339,586.0782925
2340,584.6484687
2341,584.5438552
2342,584.4398716
2343,584.336513
2344,584.2337746
2345,584.1316508
2346,584.0301364
2347,583.9292256
2348,583.8289127
2349,583.7291916
2350,583.6300566
2351,583.5315014
2352,583.43352
2353,583.3361061
2354,583.2392536
2355,583.1429563
2356,583.0472079
2357,582.9520024
2358,582.8573334
2359,582.7631948
2360,582.6695806
2361,582.5764846
2362,582.4839008
2363,582.3918233
2364,582.3002462
2365,582.2091635
2366,582.1185695
2367,582.0284585
2368,581.9388247
2369,581.8496628
2370,581.760967
2371,581.672732
2372,581.5849525
2373,581.4976232
2374,581.4107388
2375,581.3242942
2376,581.2382844
2377,581.1527044
2378,581.0675494
2379,580.9828144
2380,580.8984949
2381,580.8145861
2382,580.7310834
2383,580.6479823
2384,580.5652784
2385,580.4829674
2386,580.4010449
2387,580.3195068
2388,580.2383488
2389,580.157567
2390,580.0771573
2391,579.9971157
2392,579.9174385
2393,579.8381217
2394,579.7591618
2395,579.6805549
2396,579.6022975
2397,579.524386
2398,579.4468169
2399,579.3695869
2400,578.6033549
2401,578.5154572
2402,578.4279989
2403,578.3409749
2404,578.2543797
2405,578.1682082
2406,578.0824554
2407,577.9971164
2408,577.9121861
2409,577.82766
2410,577.7435333
2411,577.6598014
2412,577.5764599
2413,577.4935044
2414,577.4109305
2415,577.328734
2416,577.2469108
2417,577.1654567
2418,577.0843679
2419,577.0036403
2420,576.9232701
2421,576.8432536
2422,576.763587
2423,576.6842666
2424,576.605289
2425,576.5266506
2426,576.4483479
2427,576.3703776
2428,576.2927364
2429,576.2154209
2430,576.138428
2431,576.0617546
2432,575.9853975
2433,575.9093536
2434,575.8336201
2435,575.7581939
2436,575.6830722
2437,575.6082521
2438,575.5337309
2439,575.4595058
2440,575.3855741
2441,575.3119331
2442,575.2385804
2443,575.1655132
2444,575.092729
2445,575.0202255
2446,574.9480001
2447,574.8760504
2448,574.8043741
2449,574.7329689
2450,574.6618325
2451,574.5909625
2452,574.5203569
2453,574.4500134
2454,574.3799299
2455,574.3101042
2456,574.2405343
2457,574.1712181
2458,574.1021537
2459,574.0333389
2460,572.7067104
2461,572.6176968
2462,572.5291263
2463,572.4409934
2464,572.3532925
2465,572.2660181
2466,572.1791649
2467,572.0927276
2468,572.0067013
2469,571.9210808
2470,571.8358615
2471,571.7510384
2472,571.666607
2473,571.5825626
2474,571.498901
2475,571.4156177
2476,571.3327084
2477,571.250169
2478,571.1679954
2479,571.0861837
2480,571.0047299
2481,570.9236303
2482,570.842881
2483,570.7624784
2484,570.6824189
2485,570.602699
2486,570.5233152
2487,570.4442643
2488,570.3655427
2489,570.2871474
2490,570.2090751
2491,570.1313227
2492,570.0538871
2493,569.9767653
2494,569.8999544
2495,569.8234515
2496,569.7472537
2497,569.6713582
2498,569.5957623
2499,569.5204633
2500,569.4454585
2501,569.3707454
2502,569.2963213
2503,569.2221839
2504,569.1483305
2505,569.0747589
2506,569.0014665
2507,568.928451
2508,568.8557102
2509,568.7832418
2510,568.7110435
2511,568.6391131
2512,568.5674485
2513,568.4960475
2514,568.424908
2515,568.3540281
2516,568.2834055
2517,568.2130385
2518,568.1429248
2519,568.0730628
2520,567.195894
2521,567.1132495
2522,567.0309803
2523,566.9490819
2524,566.8675501
2525,566.7863807
2526,566.7055696
2527,566.6251128
2528,566.5450064
2529,566.4652466
2530,566.3858295
2531,566.3067515
2532,566.228009
2533,566.1495985
2534,566.0715163
2535,565.9937593
2536,565.9163239
2537,565.8392071
2538,565.7624055
2539,565.685916
2540,565.6097355
2541,565.5338611
2542,565.4582898
2543,565.3830186
2544,565.3080448
2545,565.2333655
2546,565.158978
2547,565.0848796
2548,565.0110677
2549,564.9375397
2550,564.864293
2551,564.7913252
2552,564.7186338
2553,564.6462164
2554,564.5740707
2555,564.5021943
2556,564.4305849
2557,564.3592404
2558,564.2881585
2559,564.217337
2560,564.1467739
2561,564.076467
2562,564.0064144
2563,563.9366139
2564,563.8670636
2565,563.7977615
2566,563.7287057
2567,563.6598944
2568,563.5913257
2569,563.5229977
2570,563.4549086
2571,563.3870567
2572,563.3194402
2573,563.2520574
2574,563.1849066
2575,563.1179862
2576,563.0512944
2577,562.9848297
2578,562.9185905
2579,562.8525751
2580,561.0326271
2581,560.9382013
2582,560.8442724
2583,560.7508339
2584,560.6578794
2585,560.565403
2586,560.4733985
2587,560.3818602
2588,560.2907826
2589,560.2001601
2590,560.1099873
2591,560.0202591
2592,559.9309704
2593,559.8421162
2594,559.7536916
2595,559.6656919
2596,559.5781125
2597,559.4909486
2598,559.404196
2599,559.3178502
2600,559.2319069
2601,559.1463618
2602,559.061211
2603,558.9764502
2604,558.8920756
2605,558.8080831
2606,558.724469
2607,558.6412294
2608,558.5583607
2609,558.4758592
2610,558.3937213
2611,558.3119434
2612,558.2305222
2613,558.1494541
2614,558.0687358
2615,557.9883639
2616,557.9083354
2617,557.8286468
2618,557.7492951
2619,557.6702771
2620,557.5915899
2621,557.5132303
2622,557.4351954
2623,557.3574823
2624,557.2800881
2625,557.20301
2626,557.1262451
2627,557.0497908
2628,556.9736442
2629,556.8978028
2630,556.8222639
2631,556.7470248
2632,556.6720831
2633,556.5974363
2634,556.5230817
2635,556.4490171
2636,556.3752399
2637,556.3017478
2638,556.2285384
2639,556.1556095
2640,555.0664985
2641,554.9774196
2642,554.8887889
2643,554.8006048
2644,554.7128652
2645,554.625568
2646,554.5387107
2647,554.4522907
2648,554.3663052
2649,554.2807513
2650,554.1956258
2651,554.1109255
2652,554.0266473
2653,553.9427877
2654,553.8593432
2655,553.7763104
2656,553.6936856
2657,553.6114653
2658,553.5296459
2659,553.4482236
2660,553.3671948
2661,553.2865559
2662,553.206303
2663,553.1264326
2664,553.0469409
2665,552.9678243
2666,552.889079
2667,552.8107015
2668,552.7326881
2669,552.6550352
2670,552.5777393
2671,552.5007968
2672,552.4242041
2673,552.3479579
2674,552.2720546
2675,552.1964909
2676,552.1212633
2677,552.0463685
2678,551.9718033
2679,551.8975643
2680,551.8236484
2681,551.7500523
2682,551.676773
2683,551.6038073
2684,551.5311522
2685,551.4588046
2686,551.3867616
2687,551.3150202
2688,551.2435776
2689,551.1724308
2690,551.1015772
2691,551.0310138
2692,550.9607381
2693,550.8907472
2694,550.8210386
2695,550.7516096
2696,550.6824576
2697,550.6135801
2698,550.5449747
2699,550.4766388
2700,548.3558069
2701,548.2549842
2702,548.1550963
2703,548.0561167
2704,547.9580203
2705,547.860783
2706,547.7643815
2707,547.6687938
2708,547.5739987
2709,547.4799757
2710,547.3867054
2711,547.294169
2712,547.2023485
2713,547.1112268
2714,547.0207872
2715,546.9310137
2716,546.8418912
2717,546.7534048
2718,546.6655404
2719,546.5782843
2720,546.4916235
2721,546.4055454
2722,546.3200376
2723,546.2350885
2724,546.1506869
2725,546.0668217
2726,545.9834825
2727,545.900659
2728,545.8183416
2729,545.7365207
2730,545.6551871
2731,545.574332
2732,545.4939469
2733,545.4140234
2734,545.3345536
2735,545.2555297
2736,545.1769441
2737,545.0987897
2738,545.0210593
2739,544.9437462
2740,544.8668437
2741,544.7903453
2742,544.7142449
2743,544.6385363
2744,544.5632138
2745,544.4882716
2746,544.4137041
2747,544.339506
2748,544.265672
2749,544.192197
2750,544.119076
2751,544.0463043
2752,543.9738772
2753,543.90179
2754,543.8300383
2755,543.7586178
2756,543.6875242
2757,543.6167534
2758,543.5463015
2759,543.4761644
2760,542.0930456
2761,542.0019254
2762,541.9113166
2763,541.8212118
2764,541.7316036
2765,541.6424848
2766,541.5538485
2767,541.4656877
2768,541.377996
2769,541.2907667
2770,541.2039936
2771,541.1176705
2772,541.0317913
2773,540.9463504
2774,540.8613418
2775,540.7767601
2776,540.6925997
2777,540.6088554
2778,540.525522
2779,540.4425944
2780,540.3600676
2781,540.2779369
2782,540.1961974
2783,540.1148447
2784,540.0338741
2785,539.9532812
2786,539.8730618
2787,539.7932116
2788,539.7137265
2789,539.6346025
2790,539.5558356
2791,539.4774219
2792,539.3993577
2793,539.3216392
2794,539.2442628
2795,539.167225
2796,539.0905223
2797,539.0141512
2798,538.9381085
2799,538.8623908
2800,538.7869948
2801,538.7119176
2802,538.6371559
2803,538.5627067
2804,538.488567
2805,538.414734
2806,538.3412046
2807,538.2679762
2808,538.1950459
2809,538.1224111
2810,538.0500689
2811,537.9780169
2812,537.9062524
2813,537.8347729
2814,537.7635758
2815,537.6926588
2816,537.6220194
2817,537.5516552
2818,537.481564
2819,537.4117433
2820,536.3166107
2821,536.2304574
2822,536.1447312
2823,536.0594269
2824,535.9745392
2825,535.890063
2826,535.8059932
2827,535.7223251
2828,535.6390538
2829,535.5561745
2830,535.4736828
2831,535.3915742
2832,535.3098441
2833,535.2284883
2834,535.1475026
2835,535.0668828
2836,534.9866249
2837,534.9067249
2838,534.8271788
2839,534.7479829
2840,534.6691334
2841,534.5906266
2842,534.512459
2843,534.434627
2844,534.3571271
2845,534.279956
2846,534.2031103
2847,534.1265868
2848,534.0503823
2849,533.9744936
2850,533.8989176
2851,533.8236513
2852,533.7486918
2853,533.6740361
2854,533.5996814
2855,533.5256249
2856,533.4518637
2857,533.3783953
2858,533.3052169
2859,533.232326
2860,533.1597199
2861,533.0873962
2862,533.0153523
2863,532.9435859
2864,532.8720945
2865,532.8008758
2866,532.7299275
2867,532.6592473
2868,532.5888329
2869,532.5186823
2870,532.4487931
2871,532.3791633
2872,532.3097909
2873,532.2406736
2874,532.1718095
2875,532.1031967
2876,532.034833
2877,531.9667167
2878,531.8988458
2879,531.8312184
2880,530.2034507
2881,530.1106407
2882,530.0183173
2883,529.9264746
2884,529.8351072
2885,529.7442097
2886,529.653777
2887,529.5638041
2888,529.4742864
2889,529.3852191
2890,529.2965978
2891,529.2084182
2892,529.1206758
2893,529.0333667
2894,528.9464867
2895,528.8600318
2896,528.773998
2897,528.6883816
2898,528.6031788
2899,528.5183857
2900,528.4339987
2901,528.3500142
2902,528.2664286
2903,528.1832384
2904,528.10044
2905,528.0180299
2906,527.9360049
2907,527.8543614
2908,527.7730961
2909,527.6922057
2910,527.6116869
2911,527.5315365
2912,527.4517512
2913,527.3723279
2914,527.2932634
2915,527.2145546
2916,527.1361984
2917,527.0581917
2918,526.9805315
2919,526.9032148
2920,526.8262385
2921,526.7495999
2922,526.6732959
2923,526.5973237
2924,526.5216804
2925,526.4463632
2926,526.3713692
2927,526.2966958
2928,526.2223402
2929,526.1482997
2930,526.0745715
2931,526.0011531
2932,525.9280418
2933,525.855235
2934,525.7827302
2935,525.7105248
2936,525.6386163
2937,525.5670023
2938,525.4956802
2939,525.4246476
2940,524.914023
2941,524.8363307
2942,524.7589921
2943,524.6820034
2944,524.6053611
2945,524.5290615
2946,524.453101
2947,524.3774762
2948,524.3021836
2949,524.2272199
2950,524.1525818
2951,524.078266
2952,524.0042693
2953,523.9305886
2954,523.8572208
2955,523.7841628
2956,523.7114116
2957,523.6389644
2958,523.5668183
2959,523.4949704
2960,523.4234178
2961,523.352158
2962,523.2811881
2963,523.2105056
2964,523.1401078
2965,523.0699921
2966,523.0001561
2967,522.9305972
2968,522.861313
2969,522.7923011
2970,522.7235592
2971,522.6550848
2972,522.5868758
2973,522.5189299
2974,522.4512448
2975,522.3838183
2976,522.3166484
2977,522.2497329
2978,522.1830697
2979,522.1166567
2980,522.0504919
2981,521.9845734
2982,521.9188992
2983,521.8534673
2984,521.7882759
2985,521.723323
2986,521.6586068
2987,521.5941255
2988,521.5298773
2989,521.4658603
2990,521.402073
2991,521.3385135
2992,521.2751801
2993,521.2120711
2994,521.149185
2995,521.08652
2996,521.0240746
2997,520.9618472
2998,520.8998362
2999,520.83804
3000,519.8498072
